"","number","time","position","race_id","athlete_id","world_athletics_id","birth","nationality","sex","active_seasons","temperature","humidity","conditions","competition","stadium_id","round","event","name","final_position","color","Reference Bit","Critical Speed (m/s)","Work Capacity (m)","R2","velocity","w_r","rel_w_r"
"123",3,13.8,7,1,8,14701882,"1999-10-08T00:00:00.000Z","ITA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Pietro Arese",8,"#868686",1,5.70374238503607,198.860635469553,0.99112554723033,7.2463768115942,138.417815641068,0.696054376544828
"124",4,14,8,1,8,14701882,"1999-10-08T00:00:00.000Z","ITA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Pietro Arese",8,"#868686",1,5.70374238503607,198.860635469553,0.99112554723033,7.14285714285714,118.270209031573,0.594739168726438
"125",5,14.1,10,1,8,14701882,"1999-10-08T00:00:00.000Z","ITA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Pietro Arese",8,"#868686",0,5.70374238503607,198.860635469553,0.99112554723033,7.09219858156028,98.6929766605817,0.496292171789285
"126",6,14.3,10,1,8,14701882,"1999-10-08T00:00:00.000Z","ITA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Pietro Arese",8,"#868686",0,5.70374238503607,198.860635469553,0.99112554723033,6.99300699300699,80.2564927665975,0.403581596614607
"127",7,14.4,11,1,8,14701882,"1999-10-08T00:00:00.000Z","ITA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Pietro Arese",8,"#868686",0,5.70374238503607,198.860635469553,0.99112554723033,6.94444444444444,62.3903831111169,0.313739232321167
"128",8,14.2,11,1,8,14701882,"1999-10-08T00:00:00.000Z","ITA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Pietro Arese",8,"#868686",0,5.70374238503607,198.860635469553,0.99112554723033,7.04225352112676,43.3835249786292,0.218160446265251
"129",9,14.5,11,1,8,14701882,"1999-10-08T00:00:00.000Z","ITA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Pietro Arese",8,"#868686",0,5.70374238503607,198.860635469553,0.99112554723033,6.89655172413793,26.0877895616522,0.131186292853049
"130",10,14.2,11,1,8,14701882,"1999-10-08T00:00:00.000Z","ITA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Pietro Arese",8,"#868686",0,5.70374238503607,198.860635469553,0.99112554723033,7.04225352112676,7.08093142916445,0.0356075067971338
"131",11,14.2,10,1,8,14701882,"1999-10-08T00:00:00.000Z","ITA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Pietro Arese",8,"#868686",0,5.70374238503607,198.860635469553,0.99112554723033,7.04225352112676,-11.9259267033233,-0.0599712792587816
"132",12,13.7,10,1,8,14701882,"1999-10-08T00:00:00.000Z","ITA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Pietro Arese",8,"#868686",1,5.70374238503607,198.860635469553,0.99112554723033,7.2992700729927,-33.7846560283291,-0.169891119720885
"133",13,13.9,10,1,8,14701882,"1999-10-08T00:00:00.000Z","ITA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Pietro Arese",8,"#868686",1,5.70374238503607,198.860635469553,0.99112554723033,7.19424460431655,-54.5026368763277,-0.274074538420513
"134",14,13.8,10,1,8,14701882,"1999-10-08T00:00:00.000Z","ITA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Pietro Arese",8,"#868686",1,5.70374238503607,198.860635469553,0.99112554723033,7.2463768115942,-75.7909919628299,-0.381126168001379
"135",15,13.4,8,1,8,14701882,"1999-10-08T00:00:00.000Z","ITA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Pietro Arese",8,"#868686",1,5.70374238503607,198.860635469553,0.99112554723033,7.46268656716418,-99.3608440033465,-0.499650641107196
"136",1,14.8,12,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",0,5.54566219743151,216.561829501629,0.978965316309918,6.75675675675676,198.637630023615,0.91723287746847
"137",2,14.4,12,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",0,5.54566219743151,216.561829501629,0.978965316309918,6.94444444444444,178.495165666629,0.824222653075095
"138",3,13.7,12,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",1,5.54566219743151,216.561829501629,0.978965316309918,7.2992700729927,154.47073777144,0.713287000423492
"139",4,13.9,12,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",1,5.54566219743151,216.561829501629,0.978965316309918,7.19424460431655,131.555442315738,0.607472898702811
"140",5,14,12,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",1,5.54566219743151,216.561829501629,0.978965316309918,7.14285714285714,109.19471307978,0.504219572447592
"141",6,14,12,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",1,5.54566219743151,216.561829501629,0.978965316309918,7.14285714285714,86.8339838438206,0.400966246192372
"142",7,14.2,12,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",0,5.54566219743151,216.561829501629,0.978965316309918,7.04225352112676,65.582387047348,0.302834470868075
"143",8,14.3,12,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",0,5.54566219743151,216.561829501629,0.978965316309918,6.99300699300699,44.8853564706186,0.207263471009239
"144",9,14.5,12,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",0,5.54566219743151,216.561829501629,0.978965316309918,6.89655172413793,25.2974583333754,0.116814022081325
"145",10,14.1,12,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",0,5.54566219743151,216.561829501629,0.978965316309918,7.09219858156028,3.49129531715966,0.0161214712915666
"146",11,14.1,11,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",0,5.54566219743151,216.561829501629,0.978965316309918,7.09219858156028,-18.3148676990561,-0.0845710794981918
"147",12,13.9,11,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",1,5.54566219743151,216.561829501629,0.978965316309918,7.19424460431655,-41.2301631547582,-0.190385181218872
"148",13,13.8,11,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",1,5.54566219743151,216.561829501629,0.978965316309918,7.2463768115942,-64.7000248302033,-0.298760058405014
"149",14,13.7,11,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",1,5.54566219743151,216.561829501629,0.978965316309918,7.2992700729927,-88.7244527253917,-0.409695711056617
"150",15,13.3,9,1,9,14910032,"2003-01-02T00:00:00.000Z","NED","MALE"," 2024 2023 2022 2021 2020 2019","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Stefan Nillessen",9,"#8E8E8E",1,5.54566219743151,216.561829501629,0.978965316309918,7.5187969924812,-114.967145499553,-0.530874465570065
"151",1,14.3,6,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",0,6.28200128276273,143.629433709492,0.989318353372838,6.99300699300699,133.462052052999,0.929211016197016
"152",2,13.4,4,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",1,6.28200128276273,143.629433709492,0.989318353372838,7.46268656716418,117.640869242019,0.819058226463265
"153",3,13.7,4,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",1,6.28200128276273,143.629433709492,0.989318353372838,7.2992700729927,103.704286815869,0.722026705373102
"154",4,13.8,4,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",1,6.28200128276273,143.629433709492,0.989318353372838,7.2463768115942,90.3959045179943,0.62936894049747
"155",5,14,4,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",1,6.28200128276273,143.629433709492,0.989318353372838,7.14285714285714,78.3439224766725,0.545458688050897
"156",6,14.1,4,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",0,6.28200128276273,143.629433709492,0.989318353372838,7.09219858156028,66.920140563627,0.465922191818853
"157",7,14.1,3,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",0,6.28200128276273,143.629433709492,0.989318353372838,7.09219858156028,55.4963586505815,0.38638569558681
"158",8,14.5,4,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",0,6.28200128276273,143.629433709492,0.989318353372838,6.89655172413793,46.5853772506411,0.324344224212885
"159",9,14,2,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",1,6.28200128276273,143.629433709492,0.989318353372838,7.14285714285714,34.5333952093193,0.240433971766312
"160",10,13.8,2,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",1,6.28200128276273,143.629433709492,0.989318353372838,7.2463768115942,21.225012911445,0.14777620689068
"161",11,14,2,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",1,6.28200128276273,143.629433709492,0.989318353372838,7.14285714285714,9.17303087012321,0.0638659544441066
"162",12,13.9,2,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",1,6.28200128276273,143.629433709492,0.989318353372838,7.19424460431655,-3.50715129947483,-0.0244180542169962
"163",13,14,5,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",1,6.28200128276273,143.629433709492,0.989318353372838,7.14285714285714,-15.5591333407966,-0.108328306663569
"164",14,14.6,7,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",0,6.28200128276273,143.629433709492,0.989318353372838,6.84931506849315,-23.8419146124607,-0.165996021822964
"165",15,15.1,11,1,11,14643526,"1995-11-20T00:00:00.000Z","KEN","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Timothy Cheruiyot",11,"#9B9B9B",0,6.28200128276273,143.629433709492,0.989318353372838,6.62251655629139,-28.9836952427435,-0.20179495590971
"166",1,14.2,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",0,5.93832988249873,205.654087093867,0.996096706841071,7.04225352112676,189.978371425349,0.923776298881125
"167",2,13.7,6,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.2992700729927,171.333490815581,0.833114932150021
"168",3,13.6,5,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.35294117647059,152.094777217564,0.739566032296472
"169",4,14,6,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.14285714285714,135.231395572546,0.657567264932705
"170",5,13.9,6,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.19424460431655,117.774180939279,0.572680964446493
"171",6,14.1,6,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",0,5.93832988249873,205.654087093867,0.996096706841071,7.09219858156028,101.504632282511,0.493569730205173
"172",7,14.4,6,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",0,5.93832988249873,205.654087093867,0.996096706841071,6.94444444444444,87.0165825904925,0.423121095331189
"173",8,14.2,6,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",0,5.93832988249873,205.654087093867,0.996096706841071,7.04225352112676,71.3408669219746,0.346897394212314
"174",9,14.2,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",0,5.93832988249873,205.654087093867,0.996096706841071,7.04225352112676,55.6651512534566,0.270673693093439
"175",10,13.9,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.19424460431655,38.207936620189,0.185787392607227
"176",11,13.9,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.19424460431655,20.7507219869213,0.100901092121014
"177",12,13.9,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.19424460431655,3.29350735365374,0.0160147916348022
"178",13,13.5,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.40740740740741,-16.5390392326134,-0.0804216413411928
"179",14,13.3,4,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.5187969924812,-37.5592517953802,-0.182633140562079
"180",15,13,3,1,3,14798735,"1999-06-01T00:00:00.000Z","USA","MALE"," 2024 2023 2022 2021 2020 2019 2018 2017","Undefined","Undefined","Undefined","1500m",1,"Final","Olympic Games","Yared Nuguse",3,"#CD7F32",1,5.93832988249873,205.654087093867,0.996096706841071,7.69230769230769,-60.3609633228967,-0.293507239150303
